person_id,season,contract_type,total_value,guaranteed_value,current_salary,cap_hit,years_remaining,as_of_date,source,source_url,salary,guaranteed,player_option,team_option,early_termination_option
1641757,2028-29,NBA contract,,,5300000,5300000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-clippers/12/,5000000,,0,1,0
1630595,2026-27,NBA contract,,,50105628,50105628,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,50105628,,0,0,0
1630595,2027-28,NBA contract,,,50105628,50105628,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,53817156,,0,0,0
1630595,2028-29,NBA contract,,,50105628,50105628,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,57528684,,0,0,0
1630595,2029-30,NBA contract,,,50105628,50105628,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,61240212,,0,0,0
1628381,2026-27,NBA contract,,,17000000,17000000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,17000000,,0,0,0
1628381,2027-28,NBA contract,,,17000000,17000000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,17000000,,0,0,0
1628381,2028-29,NBA contract,,,17000000,17000000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,17000000,,0,0,0
1629130,2026-27,NBA contract,,,15992957,15992957,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,15992957,,0,0,0
1629130,2027-28,NBA contract,,,15992957,15992957,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,15151222,,0,0,0
1630198,2026-27,NBA contract,,,11323006,11323006,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,11323006,,0,0,0
1630198,2027-28,NBA contract,,,11323006,11323006,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,11323006,,0,1,0
1641709,2026-27,NBA contract,,,11118130,11118130,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,11118130,,0,1,0
1641709,2027-28,NBA contract,,,11118130,11118130,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,15854453,,0,0,0
1628989,2026-27,NBA contract,,,9507042,9507042,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,9507042,,0,0,0
1628989,2027-28,NBA contract,,,9507042,9507042,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,8746479,,0,0,0
1628989,2028-29,NBA contract,,,9507042,9507042,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,8746479,,0,1,0
1630194,2026-27,NBA contract,,,5602689,5602689,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,5602689,,0,0,0
1642450,2026-27,NBA contract,,,4000000,4000000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/detroit-pistons/8/,4000000,,0,0,0
